content,score,at,cleaning,case_folding,normalisasi,Performa_Aplikasi,Pemesanan_Tiket,Operasional_Perjalanan,Layanan_Akun,_key,Sentimen
pembatalan tiket sangat mudah,5,2026-07-26 05:10:43,pembatalan tiket sangat mudah,pembatalan tiket sangat mudah,pembatalan tiket sangat mudah,0,1,0,0,pembatalan tiket sangat mudah||pembatalan tiket sangat mudah,positif
mantab,5,2026-07-26 04:31:51,mantab,mantab,mantab,0,0,0,0,mantab||mantab,positif
baik,4,2026-07-26 04:29:34,baik,baik,baik,0,0,0,0,baik||baik,netral
"bagus, tidak ribet",5,2026-07-26 03:58:21,bagus tidak ribet,bagus tidak ribet,bagus tidak ribet,0,0,0,0,"bagus, tidak ribet||bagus tidak ribet",positif
mau daftar baru aja nunggu kode periikasi ga muncul2 sungguh membagongkan mending naik bis aja lebih simpel pesen tiket sama daftar aplikasi tiket nya juga lancar jaya,2,2026-07-26 03:43:39,mau daftar baru aja nunggu kode periikasi ga muncul sungguh membagongkan mending naik bis aja lebih simpel pesen tiket sama daftar aplikasi tiket nya juga lancar jaya,mau daftar baru aja nunggu kode periikasi ga muncul sungguh membagongkan mending naik bis aja lebih simpel pesen tiket sama daftar aplikasi tiket nya juga lancar jaya,mau daftar baru saja nunggu kode periikasi tidak muncul sungguh membagongkan mending naik bis saja lebih simpel pesen tiket sama daftar aplikasi tiket nya juga lancar jaya,0,1,0,0,mau daftar baru aja nunggu kode periikasi ga muncul2 sungguh membagongkan mending naik bis aja lebih simpel pesen tiket sama daftar aplikasi tiket nya juga lancar jaya||mau daftar baru saja nunggu kode periikasi tidak muncul sungguh membagongkan mending naik bis saja lebih simpel pesen tiket sama daftar aplikasi tiket nya juga lancar jaya,negatif
Good,5,2026-07-26 02:15:23,Good,good,good,0,0,0,0,Good||good,positif
batalin tiket ribet bener,2,2026-07-26 01:00:58,batalin tiket ribet bener,batalin tiket ribet bener,batalin tiket ribet bener,0,1,0,0,batalin tiket ribet bener||batalin tiket ribet bener,negatif
"menjengkelkan tiap mau beli tiket sll aplikasi upgrade,selalu mempersulit pelanggan",1,2026-07-26 00:19:10,menjengkelkan tiap mau beli tiket sll aplikasi upgrade selalu mempersulit pelanggan,menjengkelkan tiap mau beli tiket sll aplikasi upgrade selalu mempersulit pelanggan,menjengkelkan tiap mau beli tiket sll aplikasi upgrade selalu mempersulit pelanggan,0,1,0,0,"menjengkelkan tiap mau beli tiket sll aplikasi upgrade,selalu mempersulit pelanggan||menjengkelkan tiap mau beli tiket sll aplikasi upgrade selalu mempersulit pelanggan",negatif
baik,5,2026-07-25 22:38:17,baik,baik,baik,0,0,0,0,baik||baik,netral
waktu input sandi/pin/data lain rasanya berat,3,2026-07-25 21:59:49,waktu input sandi pin data lain rasanya berat,waktu input sandi pin data lain rasanya berat,waktu input sandi pin data lain rasanya berat,0,0,0,0,waktu input sandi/pin/data lain rasanya berat||waktu input sandi pin data lain rasanya berat,negatif
good,5,2026-07-25 18:51:57,good,good,good,0,0,0,0,good||good,positif
sangat membantu untuk pesan tiket jauh2 hari,5,2026-07-25 17:54:43,sangat membantu untuk pesan tiket jauh hari,sangat membantu untuk pesan tiket jauh hari,sangat membantu untuk pesan tiket jauh hari,0,1,0,0,sangat membantu untuk pesan tiket jauh2 hari||sangat membantu untuk pesan tiket jauh hari,positif
Apakah sudah bisa bayar pakai gopay atau dana untuk top up,4,2026-07-25 16:09:44,Apakah sudah bisa bayar pakai gopay atau dana untuk top up,apakah sudah bisa bayar pakai gopay atau dana untuk top up,apakah sudah bisa bayar pakai gopay atau dana untuk top up,0,1,0,0,Apakah sudah bisa bayar pakai gopay atau dana untuk top up||apakah sudah bisa bayar pakai gopay atau dana untuk top up,netral
"perbaikan aplikasi koq sampai Berjam Berjam,, capekkk",2,2026-07-25 14:25:54,perbaikan aplikasi koq sampai Berjam Berjam capekkk,perbaikan aplikasi koq sampai berjam berjam capekkk,perbaikan aplikasi koq sampai berjam berjam capekkk,0,0,0,0,"perbaikan aplikasi koq sampai Berjam Berjam,, capekkk||perbaikan aplikasi koq sampai berjam berjam capekkk",negatif
worth it,5,2026-07-25 14:06:17,worth it,worth it,worth it,0,0,0,0,worth it||worth it,positif
good,5,2026-07-25 13:55:16,good,good,good,0,0,0,0,good||good,positif
"aneh apk ini sekarang, mau pesen tiket kadang ada kadang gak,",1,2026-07-25 13:52:48,aneh apk ini sekarang mau pesen tiket kadang ada kadang gak,aneh apk ini sekarang mau pesen tiket kadang ada kadang gak,aneh aplikasi ini sekarang mau pesen tiket kadang ada kadang tidak,0,1,0,0,"aneh apk ini sekarang, mau pesen tiket kadang ada kadang gak,||aneh aplikasi ini sekarang mau pesen tiket kadang ada kadang tidak",negatif
sangat membantu,5,2026-07-25 13:35:07,sangat membantu,sangat membantu,sangat membantu,0,0,0,0,sangat membantu||sangat membantu,positif
Selama ini aplikasi banyak membantu.. Hanya tampilan nya saja yg kurang informatif,4,2026-07-25 13:25:43,Selama ini aplikasi banyak membantu Hanya tampilan nya saja yg kurang informatif,selama ini aplikasi banyak membantu hanya tampilan nya saja yg kurang informatif,selama ini aplikasi banyak membantu hanya tampilan nya saja yang kurang informatif,0,0,0,0,Selama ini aplikasi banyak membantu.. Hanya tampilan nya saja yg kurang informatif||selama ini aplikasi banyak membantu hanya tampilan nya saja yang kurang informatif,negatif
yes oke,5,2026-07-25 10:29:00,yes oke,yes oke,yes oke,0,0,0,0,yes oke||yes oke,netral
lumayan next lbh baik.lagi.dan banyakin promo pootongan harga 50%,4,2026-07-25 09:50:42,lumayan next lbh baik lagi dan banyakin promo pootongan harga,lumayan next lbh baik lagi dan banyakin promo pootongan harga,lumayan next lbh baik lagi dan banyakin promo pootongan harga,1,0,0,0,lumayan next lbh baik.lagi.dan banyakin promo pootongan harga 50%||lumayan next lbh baik lagi dan banyakin promo pootongan harga,netral
Maaf bintang 1 dulu karena versi terbaru ini malah bikin kederr pas mau pesan tiket. Ditambah lagi versi yang terbaru ini pada fitur pemesanan tiket antar kota sekarang tidak bisa mendetek jenis status penumpang LK/PR.. karena saya sendiri sering naik sendirian jadi kurang nyaman kalau ternyata Seat saya bersebelahan dengan lawan jenis selama perjalanan yg lumayan jauh. Mohon untuk diperbaharui lagi seperti semula demi kenyamanan bersama. Terima kasih.,1,2026-07-25 09:09:53,Maaf bintang dulu karena versi terbaru ini malah bikin kederr pas mau pesan tiket Ditambah lagi versi yang terbaru ini pada fitur pemesanan tiket antar kota sekarang tidak bisa mendetek jenis status penumpang LK PR karena saya sendiri sering naik sendirian jadi kurang nyaman kalau ternyata Seat saya bersebelahan dengan lawan jenis selama perjalanan yg lumayan jauh Mohon untuk diperbaharui lagi seperti semula demi kenyamanan bersama Terima kasih,maaf bintang dulu karena versi terbaru ini malah bikin kederr pas mau pesan tiket ditambah lagi versi yang terbaru ini pada fitur pemesanan tiket antar kota sekarang tidak bisa mendetek jenis status penumpang lk pr karena saya sendiri sering naik sendirian jadi kurang nyaman kalau ternyata seat saya bersebelahan dengan lawan jenis selama perjalanan yg lumayan jauh mohon untuk diperbaharui lagi seperti semula demi kenyamanan bersama terima kasih,maaf bintang dulu karena versi terbaru ini malah bikin kederr pas mau pesan tiket ditambah lagi versi yang terbaru ini pada fitur pemesanan tiket antar kota sekarang tidak bisa mendetek jenis status penumpang lk pr karena saya sendiri sering naik sendirian jadi kurang nyaman kalau ternyata seat saya bersebelahan dengan lawan jenis selama perjalanan yang lumayan jauh mohon untuk diperbaharui lagi seperti semula demi kenyamanan bersama terima kasih,1,1,1,0,Maaf bintang 1 dulu karena versi terbaru ini malah bikin kederr pas mau pesan tiket. Ditambah lagi versi yang terbaru ini pada fitur pemesanan tiket antar kota sekarang tidak bisa mendetek jenis status penumpang LK/PR.. karena saya sendiri sering naik sendirian jadi kurang nyaman kalau ternyata Seat saya bersebelahan dengan lawan jenis selama perjalanan yg lumayan jauh. Mohon untuk diperbaharui lagi seperti semula demi kenyamanan bersama. Terima kasih.||maaf bintang dulu karena versi terbaru ini malah bikin kederr pas mau pesan tiket ditambah lagi versi yang terbaru ini pada fitur pemesanan tiket antar kota sekarang tidak bisa mendetek jenis status penumpang lk pr karena saya sendiri sering naik sendirian jadi kurang nyaman kalau ternyata seat saya bersebelahan dengan lawan jenis selama perjalanan yang lumayan jauh mohon untuk diperbaharui lagi seperti semula demi kenyamanan bersama terima kasih,negatif
kok ngga bisa di buka sih aplikasi nya,2,2026-07-25 08:38:40,kok ngga bisa di buka sih aplikasi nya,kok ngga bisa di buka sih aplikasi nya,kok ngga bisa di buka sih aplikasi nya,1,0,0,0,kok ngga bisa di buka sih aplikasi nya||kok ngga bisa di buka sih aplikasi nya,negatif
"Buat Jam nya lebih fleksibel sih, sama ekonomi mending di banyakin. se enggaknya dari 80rb jadi 160 gak pp lah. masa langsung ke 280. se Serakah itukan Perusahaan Negara. rakyat banyak yg miskin ini mau kemana² untuk daerah tertentu sulit akses bus.",1,2026-07-25 07:27:48,Buat Jam nya lebih fleksibel sih sama ekonomi mending di banyakin se enggaknya dari rb jadi gak pp lah masa langsung ke se Serakah itukan Perusahaan Negara rakyat banyak yg miskin ini mau kemana² untuk daerah tertentu sulit akses bus,buat jam nya lebih fleksibel sih sama ekonomi mending di banyakin se enggaknya dari rb jadi gak pp lah masa langsung ke se serakah itukan perusahaan negara rakyat banyak yg miskin ini mau kemana² untuk daerah tertentu sulit akses bus,buat jam nya lebih fleksibel sih sama ekonomi mending di banyakin se enggaknya dari rb jadi tidak pp lah masa langsung ke se serakah itukan perusahaan negara rakyat banyak yang miskin ini mau kemana² untuk daerah tertentu sulit akses bus,0,0,0,1,"Buat Jam nya lebih fleksibel sih, sama ekonomi mending di banyakin. se enggaknya dari 80rb jadi 160 gak pp lah. masa langsung ke 280. se Serakah itukan Perusahaan Negara. rakyat banyak yg miskin ini mau kemana² untuk daerah tertentu sulit akses bus.||buat jam nya lebih fleksibel sih sama ekonomi mending di banyakin se enggaknya dari rb jadi tidak pp lah masa langsung ke se serakah itukan perusahaan negara rakyat banyak yang miskin ini mau kemana² untuk daerah tertentu sulit akses bus",negatif
ok,5,2026-07-25 06:57:50,ok,ok,ok,0,0,0,0,ok||ok,netral
mantap mudah digunakan,5,2026-07-25 06:02:01,mantap mudah digunakan,mantap mudah digunakan,mantap mudah digunakan,0,0,0,0,mantap mudah digunakan||mantap mudah digunakan,positif
kenapa saat sudah isi data penumpang tapi ga bisa lanjut ?? saya kira karena hp saya ios pas ganto android juga tetap gak bisa🤨,1,2026-07-25 05:26:41,kenapa saat sudah isi data penumpang tapi ga bisa lanjut saya kira karena hp saya ios pas ganto android juga tetap gak bisa,kenapa saat sudah isi data penumpang tapi ga bisa lanjut saya kira karena hp saya ios pas ganto android juga tetap gak bisa,kenapa saat sudah isi data penumpang tapi tidak bisa lanjut saya kira karena hp saya ios pas ganto android juga tetap tidak bisa,1,0,0,0,kenapa saat sudah isi data penumpang tapi ga bisa lanjut ?? saya kira karena hp saya ios pas ganto android juga tetap gak bisa🤨||kenapa saat sudah isi data penumpang tapi tidak bisa lanjut saya kira karena hp saya ios pas ganto android juga tetap tidak bisa,negatif
Oke,5,2026-07-25 02:54:29,Oke,oke,oke,0,0,0,0,Oke||oke,netral
Download cuman buat angen-angen semata wkwk😭 tapi keren fiturnya.,5,2026-07-25 02:49:13,Download cuman buat angen angen semata wkwk tapi keren fiturnya,download cuman buat angen angen semata wkwk tapi keren fiturnya,download cuman buat angen angen semata wkwk tapi keren fiturnya,0,0,0,0,Download cuman buat angen-angen semata wkwk😭 tapi keren fiturnya.||download cuman buat angen angen semata wkwk tapi keren fiturnya,negatif
"di top up, dana terteansfer tapi tidak masuk ke akun kaspronya. dibayar lewat ewallet lain, minta dihubungkan saja kerjanya, setelah itu udah entah apa, tiket tidak jg terbeli. ini KAI maunya apa? pemesanan tiket hanya bisa lewat aplikasi, tapi aplikasinya model begini.",1,2026-07-24 22:55:27,di top up dana terteansfer tapi tidak masuk ke akun kaspronya dibayar lewat ewallet lain minta dihubungkan saja kerjanya setelah itu udah entah apa tiket tidak jg terbeli ini KAI maunya apa pemesanan tiket hanya bisa lewat aplikasi tapi aplikasinya model begini,di top up dana terteansfer tapi tidak masuk ke akun kaspronya dibayar lewat ewallet lain minta dihubungkan saja kerjanya setelah itu udah entah apa tiket tidak jg terbeli ini kai maunya apa pemesanan tiket hanya bisa lewat aplikasi tapi aplikasinya model begini,di top up dana terteansfer tapi tidak masuk ke akun kaspronya dibayar lewat ewallet lain minta dihubungkan saja kerjanya setelah itu sudah entah apa tiket tidak jg terbeli ini kai maunya apa pemesanan tiket hanya bisa lewat aplikasi tapi aplikasinya model begini,0,1,0,1,"di top up, dana terteansfer tapi tidak masuk ke akun kaspronya. dibayar lewat ewallet lain, minta dihubungkan saja kerjanya, setelah itu udah entah apa, tiket tidak jg terbeli. ini KAI maunya apa? pemesanan tiket hanya bisa lewat aplikasi, tapi aplikasinya model begini.||di top up dana terteansfer tapi tidak masuk ke akun kaspronya dibayar lewat ewallet lain minta dihubungkan saja kerjanya setelah itu sudah entah apa tiket tidak jg terbeli ini kai maunya apa pemesanan tiket hanya bisa lewat aplikasi tapi aplikasinya model begini",negatif
Sangat membantu dalam setiap rencana perjalanan bepergian Mudah dalam pembatalan dan perubahan jadwal Terima kasih,5,2026-07-24 22:47:29,Sangat membantu dalam setiap rencana perjalanan bepergian Mudah dalam pembatalan dan perubahan jadwal Terima kasih,sangat membantu dalam setiap rencana perjalanan bepergian mudah dalam pembatalan dan perubahan jadwal terima kasih,sangat membantu dalam setiap rencana perjalanan bepergian mudah dalam pembatalan dan perubahan jadwal terima kasih,0,0,1,0,Sangat membantu dalam setiap rencana perjalanan bepergian Mudah dalam pembatalan dan perubahan jadwal Terima kasih||sangat membantu dalam setiap rencana perjalanan bepergian mudah dalam pembatalan dan perubahan jadwal terima kasih,positif
aman dan mudah,5,2026-07-24 22:22:33,aman dan mudah,aman dan mudah,aman dan mudah,0,0,0,0,aman dan mudah||aman dan mudah,positif
kereta haurpugur bandung telat Mulu ajggg,1,2026-07-24 22:04:02,kereta haurpugur bandung telat Mulu ajggg,kereta haurpugur bandung telat mulu ajggg,kereta haurpugur bandung telat mulu ajggg,0,0,1,0,kereta haurpugur bandung telat Mulu ajggg||kereta haurpugur bandung telat mulu ajggg,negatif
mantap,5,2026-07-24 21:54:48,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
ok banget,5,2026-07-24 16:18:15,ok banget,ok banget,ok banget,0,0,0,0,ok banget||ok banget,positif
kenapa aplikasi tidak kompatibel di perangkat ini..,2,2026-07-24 14:42:55,kenapa aplikasi tidak kompatibel di perangkat ini,kenapa aplikasi tidak kompatibel di perangkat ini,kenapa aplikasi tidak kompatibel di perangkat ini,0,0,0,0,kenapa aplikasi tidak kompatibel di perangkat ini..||kenapa aplikasi tidak kompatibel di perangkat ini,negatif
terima kasih,5,2026-07-24 13:54:25,terima kasih,terima kasih,terima kasih,0,0,0,0,terima kasih||terima kasih,netral
"tolong developer, saya memesan dengan metode pembayaran e-wallet, tapi kenapa saat pembatalan pengembalian uang tidak ada untuk melalui e-wallet juga, tolong di buatkan, agar lebih mudah",5,2026-07-24 12:04:51,tolong developer saya memesan dengan metode pembayaran e wallet tapi kenapa saat pembatalan pengembalian uang tidak ada untuk melalui e wallet juga tolong di buatkan agar lebih mudah,tolong developer saya memesan dengan metode pembayaran e wallet tapi kenapa saat pembatalan pengembalian uang tidak ada untuk melalui e wallet juga tolong di buatkan agar lebih mudah,tolong developer saya memesan dengan metode pembayaran e wallet tapi kenapa saat pembatalan pengembalian uang tidak ada untuk melalui e wallet juga tolong di buatkan agar lebih mudah,0,1,0,0,"tolong developer, saya memesan dengan metode pembayaran e-wallet, tapi kenapa saat pembatalan pengembalian uang tidak ada untuk melalui e-wallet juga, tolong di buatkan, agar lebih mudah||tolong developer saya memesan dengan metode pembayaran e wallet tapi kenapa saat pembatalan pengembalian uang tidak ada untuk melalui e wallet juga tolong di buatkan agar lebih mudah",negatif
bagus,5,2026-07-24 12:04:30,bagus,bagus,bagus,0,0,0,0,bagus||bagus,positif
best,5,2026-07-24 10:35:03,best,best,best,0,0,0,0,best||best,positif
bagus,5,2026-07-24 10:32:59,bagus,bagus,bagus,0,0,0,0,bagus||bagus,positif
"saya kecewa karena saya pesen tiket PP tapi tidak bisa dipakai.. memang uang nya tidak seberapa hanya 20ribu tapi pas saya konfirmasi ke pihak PT kai, persyaratan nya ribet bgt.. saya ikhlas kan saja uang 20ribu nya..",2,2026-07-24 04:02:32,saya kecewa karena saya pesen tiket PP tapi tidak bisa dipakai memang uang nya tidak seberapa hanya ribu tapi pas saya konfirmasi ke pihak PT kai persyaratan nya ribet bgt saya ikhlas kan saja uang ribu nya,saya kecewa karena saya pesen tiket pp tapi tidak bisa dipakai memang uang nya tidak seberapa hanya ribu tapi pas saya konfirmasi ke pihak pt kai persyaratan nya ribet bgt saya ikhlas kan saja uang ribu nya,saya kecewa karena saya pesen tiket pp tapi tidak bisa dipakai memang uang nya tidak seberapa hanya ribu tapi pas saya konfirmasi ke pihak pt kai persyaratan nya ribet banget saya ikhlas kan saja uang ribu nya,1,1,0,0,"saya kecewa karena saya pesen tiket PP tapi tidak bisa dipakai.. memang uang nya tidak seberapa hanya 20ribu tapi pas saya konfirmasi ke pihak PT kai, persyaratan nya ribet bgt.. saya ikhlas kan saja uang 20ribu nya..||saya kecewa karena saya pesen tiket pp tapi tidak bisa dipakai memang uang nya tidak seberapa hanya ribu tapi pas saya konfirmasi ke pihak pt kai persyaratan nya ribet banget saya ikhlas kan saja uang ribu nya",negatif
